accession,eggnogID,number_of_unique_peptides,number_of_peptides,total_PSMs,ctrl_abundance,exp_abundance,mean_abundance,abundance_fc,abundance_log2fc,ctrl_PSMs,exp_PSMs,PSM_fc,PSM_log2fc,PSM_zscore,XL_ID,XL_ID_source,XENLA_XenBase_GeneNames,XENLA_GenBank_Description,HUMAN_UniProtID,HUMAN_GeneNames_Primary,HUMAN_GeneNames_Synonyms,eggNOG_annotation,bait
ENOG411CPB9,ENOG411CPB9,1,1,3,656797.0625,675923.5625,666360.3125,1.0291208671476055,0.0414124323719979,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"147899734, 28277328, 351542175, Xelaev18037876m.g","GenBank, Xenbase_9.1",grwd1.S,"MGC83609 protein [Xenopus laevis], Grwd-pending-prov protein [Xenopus laevis], glutamate-rich WD repeat containing 1 [Xenopus laevis], NA",Q9BQ67,GRWD1,GRWD KIAA1942 WDR28,Glutamate-rich WD repeat containing 1,dnai2
ENOG411CQFZ,ENOG411CQFZ,2,2,3,887891.265625,689608.1328125,788749.69921875,-1.287530154268659,-0.3646062209594845,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,147905844,GenBank,NA,"polymerase (RNA) III (DNA directed) polypeptide A, 155kDa [Xenopus laevis]",O14802,POLR3A,NA,"polymerase (RNA) III (DNA directed) polypeptide A, 155kDa",dnai2
ENOG411CTIY,ENOG411CTIY,2,2,3,2718316,1571318.8125,2144817.40625,-1.729958286234163,-0.7907372511749164,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"114107804, 147901727, 27371057, Xelaev18043893m.g","GenBank, Xenbase_9.1",snrpb.L,"Snrpn protein [Xenopus laevis], small nuclear ribonucleoprotein polypeptides B and B1 [Xenopus laevis], Snrpn-prov protein [Xenopus laevis], NA","P14678, P63162","SNRPB, SNRPN","COD SNRPB1, HCERN3 SMN",small nuclear ribonucleoprotein-associated protein,dnai2
ENOG411CX6R,ENOG411CX6R,2,2,3,2817419.015625,2616909.7578125,2717164.38671875,-1.0766206237008753,-0.10650996694220422,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"147901131, 147907346, Xelaev18010216m.g","GenBank, Xenbase_9.1",psme1.S,"MGC80754 protein [Xenopus laevis], proteasome (prosome, macropain) activator subunit 1 (PA28 alpha) [Xenopus laevis], NA",Q06323,PSME1,IFI5111,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",dnai2
ENOG411CRW1,ENOG411CRW1,2,2,3,3944021.96875,2081861.65625,3012941.8125,-1.8944688072377769,-0.9217933858145027,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"147906775, 148233243, Xelaev18020106m.g, Xelaev18000500m.g","GenBank, Xenbase_9.1","Xelaev18020106m.g, Xelaev18000500m.g","histone chaperone asf1a-A [Xenopus laevis], histone chaperone asf1a-B [Xenopus laevis], NA","Q9Y294, Q9NVP2","ASF1A, ASF1B",NA,ASF1 anti-silencing function 1 homolog,dnai2
ENOG411D3SK,ENOG411D3SK,1,1,3,2597140.375,644798.40625,1620969.390625,-4.0278331178024684,-2.0100039104781784,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"128910, 148227972, 16974922, 218681530, 218681538, 46249828, 833629, Xelaev18018729m.g","GenBank, Xenbase_9.1",loc100495408.L,"RecName: Full=Nucleoplasmin, nucleophosmin/nucleoplasmin 2 [Xenopus laevis], Chain A, The Crystal Structure Of Nucleoplasmin-Core, Chain A, Activation Of Nucleoplasmin, An Oligomeric Histone Chaperone, Challenges Its Stability, Chain J, Activation Of Nucleoplasmin, An Oligomeric Histone Chaperone, Challenges Its Stability, Unknown (protein for MGC:81057) [Xenopus laevis], nucleoplasmin [Xenopus laevis], NA",Q86SE8,NPM2,NA,Nucleophosmin nucleoplasmin 2,dnai2
ENOG411CVHS,ENOG411CVHS,1,1,3,445082.46875,872820.03125,658951.25,1.9610299046405655,0.9716115360133286,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"148226250, Xelaev18013054m.g","GenBank, Xenbase_9.1",pcid2.L,"PCI domain-containing protein 2 [Xenopus laevis], NA",Q5JVF3,PCID2,NA,PCI domain containing 2,dnai2
ENOG411D3K8,ENOG411D3K8,1,1,3,3665507.125,889062.75,2277284.9375,-4.122889104284259,-2.043655656750889,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"291290931, Xelaev18039054m.g","GenBank, Xenbase_9.1",snrpd2.L,"small nuclear ribonucleoprotein D2 polypeptide 16.5kDa [Xenopus laevis], NA",P62316,SNRPD2,SNRPD1,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa,dnai2
ENOG411CUS4,ENOG411CUS4,1,2,3,11877947.0625,6685740.875,9281843.96875,-1.7766089479948624,-0.829126162585501,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"125858678, 147905945, 148236958, Xelaev18009896m.g","GenBank, Xenbase_9.1",rab8a.S,"LOC100037230 protein [Xenopus laevis], RAB8B, member RAS oncogene family [Xenopus laevis], NA","P61006, Q92930","RAB8A, RAB8B","MEL RAB8, NA",member RAS oncogene family,dnai2
ENOG411CYF0,ENOG411CYF0,1,1,3,193063.7421875,422221.703125,307642.72265625,2.186954931780748,1.128923489994435,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"148236727, Xelaev18033729m.g, Xelaev18032026m.g","GenBank, Xenbase_9.1","tgs1.S, tgs1.L","trimethylguanosine synthase 1 [Xenopus laevis], NA",Q96RS0,TGS1,HCA137 NCOA6IP PIMT,trimethylguanosine synthase 1,dnai2
ENOG411CWWR,ENOG411CWWR,2,2,3,2122094.5625,873841.25,1497967.90625,-2.4284669126114156,-1.2800458300566666,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"148232878, 2407639, 32484322, Xelaev18042357m.g, Xelaev18039051m.g","GenBank, Xenbase_9.1","ppp5c.S, ppp5c.L","protein phosphatase 5, catalytic subunit [Xenopus laevis], protein phosphatase 5 [Xenopus laevis], Unknown (protein for IMAGE:6873203) [Xenopus laevis], NA",P53041,PPP5C,PPP5,"protein phosphatase 5, catalytic subunit",dnai2
ENOG411CQSG,ENOG411CQSG,1,1,3,337459.75,516227.078125,426843.4140625,1.529744149117043,0.613290381241002,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"13959688, 13959700, 147899750, 148237695, 1587180, 34785881, 54261625, Xelaev18023091m.g, Xelaev18008243m.g, Xelaev18025208m.g, Xelaev18003638m.g","GenBank, Xenbase_9.1","kif2c.L, kif2a.L, kif2c.S, kif2a.S","RecName: Full=Kinesin-like protein KIF2C; AltName: Full=Kinesin central motor 1; Short=xKCM1, RecName: Full=Kinesin-like protein KIF2A; AltName: Full=Kinesin-related protein xKIF2, kinesin-like protein KIF2A [Xenopus laevis], MGC80500 protein [Xenopus laevis], kinesin-related protein, Kif2-A-prov protein [Xenopus laevis], NA","O00139, Q99661","KIF2A, KIF2C","KIF2 KNS2, KNSL6",Kinesin heavy chain member 2A,dnai2
ENOG411CP5I,ENOG411CP5I,1,1,3,72462.94921875,386296.84375,229379.896484375,5.330956687725381,2.4143944607113372,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"147901013, Xelaev18037696m.g, Xelaev18035919m.g","GenBank, Xenbase_9.1","prpf31.S, prpf31.L","U4/U6 small nuclear ribonucleoprotein Prp31 [Xenopus laevis], NA",Q8WWY3,PRPF31,PRP31,PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae),dnai2
ENOG411CX3B,ENOG411CX3B,1,1,3,589361.5625,464088.65625,526725.109375,-1.269933135755244,-0.3447525385298841,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"123959694, Xelaev18032352m.g, Xelaev18033998m.g","GenBank, Xenbase_9.1","ndufb9.L, ndufb9.S","LOC100037109 protein [Xenopus laevis], NA",Q9Y6M9,NDUFB9,LYRM3 UQOR22,"NADH dehydrogenase (Ubiquinone) 1 beta subcomplex, 9",dnai2
ENOG411DFP8,ENOG411DFP8,2,2,3,901383.828125,1363375.78125,1132379.8046875,1.5125363232730784,0.5969697888511694,2,1,-1.524834437086093,-0.6086526067662568,-0.596134628314565,"322967577, 49118939, 68533750, 80476807, Xelaev18035128m.g","GenBank, Xenbase_9.1",patl1.L,"RecName: Full=Protein PAT1 homolog 1; AltName: Full=PAT1-like protein 1; AltName: Full=Protein PAT1 homolog b; Short=Pat1b; Short=xPat1b, LOC443620 protein [Xenopus laevis], NA",NA,NA,NA,protein associated with topoisomerase II homolog 1 (yeast),dnai2
ENOG411CPD3,ENOG411CPD3,25,25,158,1286741845.687501,1441321629.527344,1364031737.6074224,1.1201327091039397,0.1636696674829062,82,76,-1.0957684699406554,-0.13194299669712378,-0.5977356239121882,"114535, 148223147, 148224211, Xelaev18011128m.g","GenBank, Xenbase_9.1",atp5a1.S,"RecName: Full=ATP synthase subunit alpha, mitochondrial; Flags: Precursor, ATP synthase subunit alpha, mitochondrial [Xenopus laevis], ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit, isoform 1 [Xenopus laevis], NA",P25705,ATP5F1A,ATP5A ATP5A1 ATP5AL2 ATPM,Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity),dnai2
ENOG411CZ0H,ENOG411CZ0H,4,4,12,7657067.8125,5144820.03125,6400943.921875,-1.4883062509456948,-0.5736714224539008,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"147900700, Xelaev18029976m.g","GenBank, Xenbase_9.1",Xelaev18029976m.g,"signal recognition particle receptor, B subunit [Xenopus laevis], NA",Q9Y5M8,SRPRB,NA,"signal recognition particle receptor, B subunit",dnai2
ENOG411CZR2,ENOG411CZR2,3,3,12,8206796.1875,6626284.4375,7416540.3125,-1.2385215673893262,-0.3086189916320818,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"147898642, 147899716, Xelaev18002056m.g","GenBank, Xenbase_9.1",gps1.S,"COP9 signalosome complex subunit 1 [Xenopus laevis], uncharacterized protein LOC734596 [Xenopus laevis], NA",Q13098,GPS1,COPS1 CSN1,G protein pathway suppressor 1,dnai2
ENOG411D01C,ENOG411D01C,4,4,12,28964571.53125,18228894.671875,23596733.1015625,-1.5889373465928718,-0.6680622388828984,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"147899976, 148227544, Xelaev18029715m.g","GenBank, Xenbase_9.1",eif5a.S,"hypothetical protein LOC496181 [Xenopus laevis], eukaryotic translation initiation factor 5A [Xenopus laevis], NA","Q9GZV4, P63241, Q6IS14","EIF5A2, EIF5A, EIF5AL1",NA,eukaryotic translation initiation factor,dnai2
ENOG411CRDM,ENOG411CRDM,5,5,12,2542519.83203125,2293219.83984375,2417869.8359375,-1.1087117719182502,-0.1488843616494454,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"147906645, Xelaev18013011m.g","GenBank, Xenbase_9.1",ube3a.L,"ubiquitin protein ligase E3A (human papilloma virus E6-associated protein, Angelman syndrome) [Xenopus laevis], NA",Q05086,UBE3A,E6AP EPVE6AP HPVE6A,Ubiquitin protein ligase E3A,dnai2
ENOG411CYP3,ENOG411CYP3,3,4,12,7465534.3828125,6270384.1875,6867959.28515625,-1.1906023872819516,-0.2516916922355753,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"147905165, 19572331, Xelaev18039805m.g, Xelaev18041129m.g","GenBank, Xenbase_9.1","ppm1a.L, ppm1a.S","protein phosphatase 1A [Xenopus laevis], protein phosphatase 2C alpha isoform [Xenopus laevis], NA",P35813,PPM1A,PPPM1A,"protein phosphatase, Mg2 Mn2 dependent, 1A",dnai2
ENOG411CUMP,ENOG411CUMP,6,6,12,8936219.90625,9233682.3125,9084951.109375,1.03328727463857,0.0472414081995104,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"148226512, Xelaev18041384m.g, Xelaev18039435m.g","GenBank, Xenbase_9.1","coq6.S, coq6.L","coenzyme Q6 homolog, monooxygenase [Xenopus laevis], NA",Q9Y2Z9,COQ6,NA,"coenzyme Q6 homolog, monooxygenase (S. cerevisiae)",dnai2
ENOG411CQ4T,ENOG411CQ4T,6,6,12,6474925.861328131,3952600.8984375,5213763.379882815,-1.6381430930422876,-0.7120613829898512,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"133258, 147900728, 147905111, 148227778, 148230657, 148233568, 148237229, 1710623, 213625123, 214241, 76780030, Xelaev18030977m.g, Xelaev18047194m.g, Xelaev18016014m.g, Xelaev18044730m.g, Xelaev18013553m.g","GenBank, Xenbase_9.1","hnrnpa2b1.L, hnrnpa3.S, hnrnpa1.S, hnrnpa3.L, hnrnpa1.L","RecName: Full=Heterogeneous nuclear ribonucleoproteins A1 homolog; Short=hnRNP A1; AltName: Full=Helix-destabilizing protein; AltName: Full=Single-strand-binding protein; AltName: Full=hnRNP core protein A1, heterogeneous nuclear ribonucleoproteins A1 homolog [Xenopus laevis], heterogeneous nuclear ribonucleoprotein A3 homolog 2 [Xenopus laevis], heterogeneous nuclear ribonucleoprotein A2 homolog 1 [Xenopus laevis], heterogeneous nuclear ribonucleoprotein A3 homolog 1 [Xenopus laevis], heterogeneous nuclear ribonucleoprotein A2 homolog 2 [Xenopus laevis], heterogeneous nuclear ribonucleoprotein A1 [Xenopus laevis], RecName: Full=Heterogeneous nuclear ribonucleoprotein A2 homolog 1; AltName: Full=hnRNP A2(A), Unknown (protein for MGC:196608) [Xenopus laevis], ribonucleoprotein A1b [Xenopus laevis], MGC52881 protein [Xenopus laevis], NA","P51991, P22626","HNRNPA3, HNRNPA2B1","HNRPA3, HNRPA2B1",heterogeneous nuclear ribonucleoprotein,dnai2
ENOG411CPCZ,ENOG411CPCZ,4,4,12,15540508.9375,6336856.015625,10938682.4765625,-2.4524005120490733,-1.2941946109869242,7,5,-1.3554083885209711,-0.43872760532394406,-0.612281965202696,"147906651, Xelaev18015712m.g","GenBank, Xenbase_9.1",uchl3.S,"ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase) [Xenopus laevis], NA",P15374,UCHL3,NA,Ubiquitin carboxyl-terminal esterase L3 (Ubiquitin thiolesterase),dnai2
ENOG411CRB4,ENOG411CRB4,6,6,27,126410349.53125,56846381.5,91628365.515625,-2.223718488242739,-1.1529741615675142,15,12,-1.2511462047885888,-0.3232503879040084,-0.6285028169170574,"148235809, Xelaev18015405m.g, Xelaev18012819m.g","GenBank, Xenbase_9.1","rpl24.S, rpl24.L","ribosomal protein L24 [Xenopus laevis], NA",P83731,RPL24,NA,ribosomal protein L24,dnai2
ENOG411CRHM,ENOG411CRHM,4,4,10,4184918.15625,2232120.97851563,3208519.5673828153,-1.8748617106914107,-0.9067841867245688,6,4,-1.4231788079470198,-0.509116933215342,-0.6648364972883142,"1199644, 148224437, 171847162, 32822903, 62533184, 83405221, Xelaev18016936m.g","GenBank, Xenbase_9.1",ctnna1.L,"alpha(E)-catenin [Xenopus laevis], catenin alpha-2 [Xenopus laevis], Catna1 protein [Xenopus laevis], NA","P35221, P26232, Q9UI47","CTNNA1, CTNNA2, CTNNA3","NA, CAPR","Catenin (Cadherin-associated protein), alpha",dnai2
ENOG411CYED,ENOG411CYED,4,4,10,17441278.09375,10441990.625,13941634.359375,-1.6703020257452108,-0.7401089959015981,6,4,-1.4231788079470198,-0.509116933215342,-0.6648364972883142,"147903369, Xelaev18007868m.g, Xelaev18010675m.g","GenBank, Xenbase_9.1","rpl6.L, rpl6.S","ribosomal protein L6 [Xenopus laevis], NA",Q02878,RPL6,TXREB1,ribosomal protein L6,dnai2
ENOG411CRRE,ENOG411CRRE,4,4,10,4218969.4375,1863397.875,3041183.65625,-2.264126998373871,-1.178954883428428,6,4,-1.4231788079470198,-0.509116933215342,-0.6648364972883142,"148231408, Xelaev18014986m.g","GenBank, Xenbase_9.1",sars.S,"seryl-tRNA synthetase [Xenopus laevis], NA",P49591,SARS,SERS,seryl-tRNA synthetase,dnai2
ENOG411CX1A,ENOG411CX1A,4,4,10,8415211.296875,4396332.7265625,6405772.01171875,-1.9141434054867061,-0.9366989189745736,6,4,-1.4231788079470198,-0.509116933215342,-0.6648364972883142,"148229681, Xelaev18029675m.g","GenBank, Xenbase_9.1",mccc1.S,"methylcrotonoyl-CoA carboxylase 1 (alpha) [Xenopus laevis], NA",Q96RQ3,MCCC1,MCCA,methylcrotonoyl-CoA carboxylase 1 (alpha),dnai2
ENOG411CT2D,ENOG411CT2D,5,5,10,11124865.75,11165399.5625,11145132.65625,1.0036435327320692,0.005246953674181935,6,4,-1.4231788079470198,-0.509116933215342,-0.6648364972883142,"115528668, Xelaev18047477m.g, Xelaev18045124m.g","GenBank, Xenbase_9.1","usp7.S, usp7.L","LOC100158365 protein [Xenopus laevis], NA",Q93009,USP7,HAUSP,ubiquitin specific peptidase 7 (herpes virus-associated),dnai2
ENOG411CRRX,ENOG411CRRX,6,6,10,8557918.21484375,5497305.546875,7027611.880859375,-1.5567477815943098,-0.6385352233390533,6,4,-1.4231788079470198,-0.509116933215342,-0.6648364972883142,"115528298, Xelaev18039843m.g, Xelaev18041105m.g","GenBank, Xenbase_9.1","ktn1.L, ktn1.S","LOC100158371 protein [Xenopus laevis], NA",Q86UP2,KTN1,CG1 KIAA0004,kinectin 1 (kinesin receptor),dnai2
ENOG411CVZ3,ENOG411CVZ3,9,9,44,129774794.5390625,133474128.0839844,131624461.31152345,1.0285057938874902,0.04054992102784995,24,20,-1.2101860611794386,-0.27522887304106486,-0.6678343177289285,"27697063, 301171270, 58399094, Xelaev18031304m.g","GenBank, Xenbase_9.1",erp44.L,"Txndc4 protein [Xenopus laevis], endoplasmic reticulum protein 44 [Xenopus laevis], Unknown (protein for IMAGE:3379429) [Xenopus laevis], NA",Q9BS26,ERP44,KIAA0573 TXNDC4,endoplasmic reticulum protein 44,dnai2
ENOG411CSCT,ENOG411CSCT,10,10,23,15128465.0078125,14962086.9609375,15045275.984375,-1.011119975930455,-0.01595419250348074,13,10,-1.2937989163154726,-0.37161340946540744,-0.673185885228269,"148222341, Xelaev18028871m.g, Xelaev18039623m.g, Xelaev18022237m.g, Xelaev18041241m.g","GenBank, Xenbase_9.1","atl2-like.S, atl1.L, atl3.L, atl1.S","atlastin-2 [Xenopus laevis], NA","Q8NHH9, Q8WXF7, Q6DD88","ATL2, ATL1, ATL3","ARL6IP2, GBP3 SPG3A, NA",Atlastin GTPase,dnai2
ENOG411CQPC,ENOG411CQPC,7,7,23,26955786.25,19416835.46875,23186310.859375,-1.3882687677599885,-0.47328689960062764,13,10,-1.2937989163154726,-0.37161340946540744,-0.673185885228269,"148231863, Xelaev18023189m.g","GenBank, Xenbase_9.1",cpt2.L,"carnitine O-palmitoyltransferase 2, mitochondrial precursor [Xenopus laevis], NA",P23786,CPT2,CPT1,Carnitine palmitoyltransferase 2,dnai2
ENOG411CXN9,ENOG411CXN9,10,10,23,51764270.375,55648501.375,53706385.875,1.0750369119831336,0.10438619639220048,13,10,-1.2937989163154726,-0.37161340946540744,-0.673185885228269,"148227952, Xelaev18017996m.g","GenBank, Xenbase_9.1",idh3a.L,"isocitrate dehydrogenase 3 (NAD+) alpha [Xenopus laevis], NA",P50213,IDH3A,NA,isocitrate dehydrogenase 3 (NAD ) alpha,dnai2
ENOG411CY1M,ENOG411CY1M,9,9,38,151873778.25,71972202,111922990.125,-2.110172733772964,-1.0773610993864036,21,17,-1.2424576894775572,-0.3131967232400855,-0.7095247682965143,"148224857, Xelaev18000424m.g, Xelaev18038083m.g","GenBank, Xenbase_9.1","Xelaev18000424m.g, Xelaev18038083m.g","ribosomal protein L10 [Xenopus laevis], NA","P27635, Q96L21","RPL10, RPL10L","DXS648E QM, NA",ribosomal protein,dnai2
ENOG411CQFA,ENOG411CQFA,8,8,38,220937746.5,91315297.84375,156126522.171875,-2.4195041982784478,-1.2747114425543447,21,17,-1.2424576894775572,-0.3131967232400855,-0.7095247682965143,"1350933, 148237954",GenBank,NA,"RecName: Full=40S ribosomal protein S13, ribosomal protein S13 [Xenopus laevis]",P62277,RPS13,NA,Ribosomal protein S13,dnai2
ENOG411CPWZ,ENOG411CPWZ,9,9,36,346745118.625,107973521.703125,227359320.1640625,-3.211390284910605,-1.6831980085357479,20,16,-1.2557460070120763,-0.3285446875735213,-0.7258507845550213,"147905776, Xelaev18003481m.g","GenBank, Xenbase_9.1",Xelaev18003481m.g,"ribosomal protein S18 [Xenopus laevis], NA",P62269,RPS18,D6S218E,Ribosomal protein S18,dnai2
ENOG411CQSU,ENOG411CQSU,13,13,36,68872815.9375,52009850.796875,60441333.3671875,-1.3242263702405817,-0.4051497651269824,20,16,-1.2557460070120763,-0.3285446875735213,-0.7258507845550213,"116063388, 147902934, 148230160, 148232643, 308818155, Xelaev18024007m.g","GenBank, Xenbase_9.1",uqcrc1.L,"MGC78954 protein [Xenopus laevis], ubiquinol-cytochrome c reductase core protein I [Xenopus laevis], peptidase (mitochondrial processing) beta [Xenopus laevis], uncharacterized protein LOC496289 [Xenopus laevis], hypothetical protein LOC100505438 [Xenopus laevis], NA","O75439, P31930","PMPCB, UQCRC1","MPPB, NA",Ubiquinol-cytochrome c reductase core protein I,dnai2
ENOG411CR2V,ENOG411CR2V,5,5,19,47075277.90625,16508810.78125,31792044.34375,-2.8515244695708843,-1.5117334128503879,11,8,-1.3554083885209713,-0.43872760532394434,-0.7321071681944765,"147905319, Xelaev18002491m.g, Xelaev18019824m.g","GenBank, Xenbase_9.1","akr1b1.L, akr1b1.S","aldo-keto reductase family 1, member B1 (aldose reductase) [Xenopus laevis], NA","P15121, Q96JD6","AKR1B1, AKR1E2","ALDR1 ALR2, AKR1CL2 AKRDC1","aldo-keto reductase family 1, member",dnai2
ENOG411D464,ENOG411D464,2,2,8,23793524.375,10910544.90625,17352034.640625,-2.180782406327855,-1.1248458282214877,5,3,-1.524834437086093,-0.6086526067662568,-0.7367308821136285,"148228014, Xelaev18004455m.g, Xelaev18018310m.g","GenBank, Xenbase_9.1","rpl37a.1, rpl37a.L","60S ribosomal protein L37a [Xenopus laevis], NA",P61513,RPL37A,NA,ribosomal protein L37a,dnai2
ENOG411CU2H,ENOG411CU2H,3,3,8,2671133.59375,1296814.2734375,1983973.93359375,-2.059765726258977,-1.0424802574159864,5,3,-1.524834437086093,-0.6086526067662568,-0.7367308821136285,"112418762, 148235839, 56270036, Xelaev18046357m.g","GenBank, Xenbase_9.1",nsfl1c.S,"LOC496062 protein [Xenopus laevis], p47 [Xenopus laevis], NA","Q9UNZ2, Q14CS0","NSFL1C, UBXN2B","UBXN2C, NA",NSFL1 (P97) cofactor (P47),dnai2
ENOG411CRR1,ENOG411CRR1,4,4,8,9202922.75,6475426.0625,7839174.40625,-1.4212072937246976,-0.5071169978019315,5,3,-1.524834437086093,-0.6086526067662568,-0.7367308821136285,"147899079, Xelaev18005530m.g","GenBank, Xenbase_9.1",abce1.L,"ATP-binding cassette, sub-family E (OABP), member 1 [Xenopus laevis], NA",P61221,ABCE1,RLI RNASEL1 RNASELI RNS4I,"ATP-binding cassette, subfamily E (OABP), member 1",dnai2
ENOG411CW28,ENOG411CW28,3,3,8,18496785.3125,6363713.78125,12430249.546875,-2.9066023313302987,-1.5393337017244177,5,3,-1.524834437086093,-0.6086526067662568,-0.7367308821136285,"148229244, 56541012",GenBank,NA,"proteasome (prosome, macropain) subunit, beta type, 3 [Xenopus laevis], Unknown (protein for MGC:99279) [Xenopus laevis]",P49720,PSMB3,NA,"The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH. The proteasome has an ATP-dependent proteolytic activity (By similarity)",dnai2
ENOG411CTA6,ENOG411CTA6,3,3,8,16458902.625,2713993.109375,9586447.8671875,-6.064459990021967,-2.600379186252224,5,3,-1.524834437086093,-0.6086526067662568,-0.7367308821136285,"114108077, 120538281, 148227050, Xelaev18007620m.g, Xelaev18007618m.g, Xelaev18007621m.g","GenBank, Xenbase_9.1","Xelaev18007620m.g, Xelaev18007618m.g, gstt1-like.2.L","MGC154434 protein [Xenopus laevis], LOC100036918 protein [Xenopus laevis], glutathione S-transferase theta 1 [Xenopus laevis], NA",NA,NA,NA,Glutathione S-transferase,dnai2
